Q2	Xb	Zh	Pt	Phi	SigmaB	SigmaOb	Tail1	Tail2	fact_no_ex	fact_ex	
1	1	3	5	3	118352	114810	-2159.65	0.00391155	0.951823	0.951823
1	1	3	5	4	106961	102706	-1087.11	0.003036	0.950056	0.950056
1	1	3	5	5	100131	95415.8	-479.471	0.00244498	0.948121	0.948121
1	1	3	5	6	97469.9	92507.4	-359.905	0.00215568	0.945395	0.945395
1	1	3	5	7	97469.9	92507.4	-359.905	0.00217167	0.945395	0.945395
1	1	3	5	8	100131	95415.8	-479.471	0.00244311	0.948121	0.948121
1	1	3	5	9	106961	102706	-1087.11	0.00302918	0.950056	0.950056
1	1	3	5	10	118352	114810	-2159.65	0.00385033	0.951823	0.951823
1	1	3	5	11	131250	128669	-3385.49	0.00480378	0.95454	0.95454
1	1	3	5	12	139980	138204	-4389.94	0.00559031	0.955951	0.955951
1	1	4	1	1	925925	1.01482e+06	-106655	0.837896	0.980816	0.980816
1	1	4	1	2	885170	968898	-96692.1	0.645814	0.985353	0.985354
1	1	4	1	3	844075	921928	-89879.4	0.439085	0.985752	0.985753
1	1	4	1	4	843144	918735	-88264.6	0.294785	0.984968	0.984968
1	1	4	1	5	882627	959877	-93545.2	0.212235	0.981538	0.981538
1	1	4	1	6	922450	1.00209e+06	-99249.9	0.17219	0.978741	0.978741
1	1	4	1	7	922450	1.00209e+06	-99249.9	0.172318	0.978741	0.978741
1	1	4	1	8	882627	959877	-93545.2	0.209279	0.981538	0.981538
1	1	4	1	9	843144	918735	-88264.6	0.291842	0.984968	0.984968
1	1	4	1	10	844075	921928	-89879.4	0.439695	0.985752	0.985753
1	1	4	1	11	885170	968898	-96692.1	0.661641	0.985353	0.985354
1	1	4	1	12	925925	1.01482e+06	-106655	0.832957	0.980816	0.980816
1	1	4	2	1	811758	887355	-89798.1	0.35456	0.982506	0.982506
1	1	4	2	2	747817	815411	-78452.1	0.327891	0.98548	0.98548
1	1	4	2	3	679630	738071	-66044.8	0.269589	0.988812	0.988813
1	1	4	2	4	668029	722382	-61971.1	0.213159	0.988597	0.988597
1	1	4	2	5	716122	771752	-68103.9	0.163106	0.98258	0.98258
1	1	4	2	6	768462	826613	-75742.4	0.131767	0.977108	0.977108
1	1	4	2	7	768462	826613	-75742.4	0.131292	0.977108	0.977108
1	1	4	2	8	716122	771752	-68103.9	0.163838	0.98258	0.98258
1	1	4	2	9	668029	722382	-61971.1	0.213989	0.988597	0.988597
1	1	4	2	10	679630	738071	-66044.8	0.269052	0.988812	0.988813
1	1	4	2	11	747817	815411	-78452.1	0.331341	0.98548	0.98548
1	1	4	2	12	811758	887355	-89798.1	0.362599	0.982506	0.982506
1	1	4	3	1	401717	436772	-40846.3	0.207207	0.985583	0.985583
1	1	4	3	2	352720	382121	-33945.9	0.226999	0.987114	0.987114
1	1	4	3	3	298735	321817	-25776.7	0.21194	0.990979	0.99098
1	1	4	3	4	285104	305365	-22132.9	0.162597	0.993437	0.993437
1	1	4	3	5	315480	336382	-24676	0.108935	0.98804	0.98804
1	1	4	3	6	350845	373184	-28696.2	0.082908	0.98188	0.98188
1	1	4	3	7	350845	373184	-28696.2	0.0817213	0.98188	0.98188
1	1	4	3	8	315480	336382	-24676	0.109236	0.98804	0.98804
1	1	4	3	9	285104	305365	-22132.9	0.161542	0.993437	0.993437
1	1	4	3	10	298735	321817	-25776.7	0.215404	0.990979	0.99098
1	1	4	3	11	352720	382121	-33945.9	0.226319	0.987114	0.987114
1	1	4	3	12	401717	436772	-40846.3	0.207368	0.985583	0.985583
1	1	4	4	1	137297	147950	-8615.79	0.135216	1.01484	1.01484
1	1	4	4	2	117794	126331	-7991.15	0.141656	1.00464	1.00464
1	1	4	4	3	95142.1	101302	-7025.74	0.118734	0.990901	0.990902
1	1	4	4	4	86540.1	91482.1	-5356.81	0.0780179	0.995207	0.995207
1	1	4	4	5	94292.6	99130.3	-5781.96	0.0490402	0.989986	0.989986
1	1	4	4	6	105194	110267	-6784.63	0.0364759	0.98373	0.98373
1	1	4	4	7	105194	110267	-6784.63	0.0363004	0.98373	0.98373
1	1	4	4	8	94292.6	99130.3	-5781.96	0.0490224	0.989986	0.989986
1	1	4	4	9	86540.1	91482.1	-5356.81	0.0788273	0.995207	0.995207
1	1	4	4	10	95142.1	101302	-7025.74	0.118102	0.990901	0.990902
1	1	4	4	11	117794	126331	-7991.15	0.141517	1.00464	1.00464
1	1	4	4	12	137297	147950	-8615.79	0.135696	1.01484	1.01484
1	1	4	5	1	137297	145659	-11823.7	0.0579829	0.974785	0.974785
1	1	4	5	2	117794	124209	-8858	0.0524131	0.979266	0.979266
1	1	4	5	3	95142.1	99426.2	-5432.81	0.0391403	0.987926	0.987926
1	1	4	5	4	86540.1	89653.3	-3935.72	0.0248665	0.990496	0.990496
1	1	4	5	5	94292.6	97049.5	-4293.03	0.0159396	0.983709	0.983709
1	1	4	5	6	105194	107898	-5103.67	0.0117677	0.977187	0.977187
1	1	4	5	7	105194	107898	-5103.67	0.0119421	0.977187	0.977187
1	1	4	5	8	94292.6	97049.5	-4293.03	0.0159127	0.983709	0.983709
1	1	4	5	9	86540.1	89653.3	-3935.72	0.0249952	0.990496	0.990496
1	1	4	5	10	95142.1	99426.2	-5432.81	0.0384426	0.987926	0.987926
1	1	4	5	11	117794	124209	-8858	0.0528522	0.979266	0.979266
1	1	4	5	12	137297	145659	-11823.7	0.0570475	0.974785	0.974785
1	1	5	1	1	513657	557995	-56598.8	0.472765	0.97613	0.97613
1	1	5	1	2	512437	555897	-54256.9	0.401151	0.97893	0.97893
1	1	5	1	3	493827	534475	-51037.2	0.29286	0.97896	0.97896
1	1	5	1	4	446316	481835	-45686.4	0.200013	0.97722	0.97722
1	1	5	1	5	382633	412227	-37758.4	0.147737	0.978662	0.978662
1	1	5	1	6	336341	361935	-31880.8	0.120754	0.981309	0.981309
1	1	5	1	7	336341	361935	-31880.8	0.124396	0.981309	0.981309
1	1	5	1	8	382633	412227	-37758.4	0.146683	0.978662	0.978662
1	1	5	1	9	446316	481835	-45686.4	0.200432	0.97722	0.97722
1	1	5	1	10	493827	534475	-51037.2	0.286808	0.97896	0.97896
1	1	5	1	11	512437	555897	-54256.9	0.399112	0.97893	0.97893
1	1	5	1	12	513657	557995	-56598.8	0.472437	0.97613	0.97613
1	1	5	2	1	529230	573639	-56326.3	0.193552	0.977482	0.977482
1	1	5	2	2	482108	521156	-49209.9	0.177175	0.978921	0.978921
1	1	5	2	3	425494	457978	-39739.7	0.147599	0.982947	0.982947
1	1	5	2	4	399559	428127	-35630.9	0.113262	0.982323	0.982323
1	1	5	2	5	411252	439081	-38469.6	0.0873079	0.974126	0.974126
1	1	5	2	6	432438	460802	-41870.8	0.0720303	0.968764	0.968764
1	1	5	2	7	432438	460802	-41870.8	0.0726071	0.968764	0.968764
1	1	5	2	8	411252	439081	-38469.6	0.0873496	0.974126	0.974126
1	1	5	2	9	399559	428127	-35630.9	0.114746	0.982323	0.982323
1	1	5	2	10	425494	457978	-39739.7	0.146883	0.982947	0.982947
1	1	5	2	11	482108	521156	-49209.9	0.179314	0.978921	0.978921
1	1	5	2	12	529230	573639	-56326.3	0.19423	0.977482	0.977482
1	1	5	3	1	277251	299134	-27384.5	0.111919	0.980155	0.980155
1	1	5	3	2	245951	264343	-23161.9	0.115265	0.980605	0.980606
1	1	5	3	3	208936	223226	-17463.2	0.110582	0.984811	0.984811
1	1	5	3	4	193321	205301	-14370.6	0.0872748	0.987634	0.987634
1	1	5	3	5	203290	214883	-15003.4	0.0645768	0.983226	0.983226
1	1	5	3	6	218974	230884	-16669	0.0518077	0.978264	0.978264
1	1	5	3	7	218974	230884	-16669	0.0509736	0.978264	0.978264
1	1	5	3	8	203290	214883	-15003.4	0.065266	0.983226	0.983226
1	1	5	3	9	193321	205301	-14370.6	0.0886726	0.987634	0.987634
1	1	5	3	10	208936	223226	-17463.2	0.109364	0.984811	0.984811
1	1	5	3	11	245951	264343	-23161.9	0.118135	0.980605	0.980606
1	1	5	3	12	277251	299134	-27384.5	0.111471	0.980155	0.980155
1	1	5	4	1	103269	110620	-5558.68	0.0773233	1.01735	1.01735
1	1	5	4	2	88534.7	94360	-5128.99	0.0820237	1.00786	1.00786
1	1	5	4	3	72053.8	76216.9	-5352.76	0.0765566	0.983489	0.983489
1	1	5	4	4	67282.1	70644.1	-4255.37	0.0583894	0.986721	0.986721
1	1	5	4	5	75498.2	78827.3	-4669.47	0.0415791	0.982246	0.982246
1	1	5	4	6	85460.9	88964.4	-5414.86	0.0324862	0.977635	0.977635
